1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.417964 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 076304E01D7BFFFF0B0A1BB082E1, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N7 2005-08-02-18.04.08.421777 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 075904C1037BFFFF08061AD082CE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NA 2005-08-02-18.04.08.425209 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D58092C42FFFFF0C0E1C904CF7, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.428775 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 07500D44562FFFFF0A081950C4B1, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.432464 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04DE80A8142FFFFF07061AE0CED1, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.433866 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.434887 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.438452 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.442641 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 04D37DF8C07BFFFF03081C5048EE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.443488 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.446921 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 074A0D51102FFFFF0A0D1A90CAC9, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.451827 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 074A0D48152FFFFF0C0D1B808ADE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.460403 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 07510DA0D72FFFFF07061AA112CE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.463917 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 075004D8607BFFFF0D061BE094E3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.467457 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.470964 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 04DE80A8142FFFFF0B051B6096DB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.474482 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J09 do not match. VPD ecid 07400D989B2FFFFF02051AD1D2D2, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.478174 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 076304E4427BFFFF100A1C10CAEB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.493832 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.497465 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.501317 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 07610D48232FFFFF0E061B00CCD4, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.504978 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.508756 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 07430DA0152FFFFF04071B6088E0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.512272 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 075D0DA0CC2FFFFF060C1A90CACC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.513395 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.520062 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.524380 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J09 do not match. VPD ecid 07630DA0472FFFFF07071A118AC2, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.533097 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 075B04E41D7BFFFF0E041CD090FA, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.536858 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 07510D44552FFFFF030D1A80D8CB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.537883 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.541564 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 07610D48232FFFFF06031BD058E3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.553894 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.557637 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.561257 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 07450D43E32FFFFF0C0E1B1086D4, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.562408 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.566060 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.569626 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 075604E4A07BFFFF07081C3044EC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.573061 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 07510D44552FFFFF0B091A20D2C3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.586715 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.590370 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 074E0D44592FFFFF050B1B5054DC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.591466 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.594700 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 074D0D44082FFFFF050F1AD120D0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.598691 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 04DA80A5DD2FFFFF02061BF0A0E7, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.599551 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.602856 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 075604E4A07BFFFF0A091C2046EB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.616302 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.617468 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.620775 R00-M0-NF NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.624811 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 07590D43A22FFFFF0C0F1A8088CC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.628503 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 074004E0C87BFFFF07071A50C4C3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.631962 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.635373 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 04C480A70C2FFFFF04081B208ED4, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.646664 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04C080A78F2FFFFF0A021C5058F0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.650198 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.653653 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 074E0D48112FFFFF0C0C1B508ADA, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.654644 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.657870 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.661339 R00-M0-NF NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.670554 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 074504E0957BFFFF0C0B1BA088DE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.671403 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.674607 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 04C480A70C2FFFFF070B1B00A4D3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.678041 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.678936 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.682755 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 07630D48212FFFFF0C051B608EDB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.686194 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 074A0D445D2FFFFF070A19D0CEBC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.689975 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.690593 R00-M0-NF NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.693901 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.697951 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 075D0D444A2FFFFF01071AA0CECC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.701698 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.702532 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.705920 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 075104E4D27BFFFF080D1CB054F7, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.709397 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.716601 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 07630D44162FFFFF0E0C1B3084D9, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.720522 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 07630D52992FFFFF0A041AA0CECB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.723941 R00-M0-NF NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 074804C1137BFFFF05081B908ADE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.724766 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.728732 R00-M0-NF NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 074804C1137BFFFF0F071B50D4DA, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.729696 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.733196 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04DD80A8152FFFFF0B091BD098E4, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.736737 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 075604E4A07BFFFF06051C4042EE, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.738054 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.741700 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.830455 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 07600D521D2FFFFF080E1B308ED6, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.834104 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 07620D44452FFFFF0A061A008EC0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.837479 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 075904E1017BFFFF020A1B10CED4, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NF 2005-08-02-18.04.08.840863 R00-M0-NF NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.844399 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07510DA0D72FFFFF0F0B1AB19AD0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.848188 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04DD80A8152FFFFF07031C0054E8, found 0000000000000000000000000000
