- 1131628690 2005.11.10 R47-M1-N4-C:J17-U11 2005-11-10-05.18.10.121515 R47-M1-N4-C:J17-U11 RAS KERNEL INFO CE sym 27, at 0x0017e4c0, mask 0x11
- 1131678524 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.44.541828 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL imprecise machine check...........0
- 1131678524 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.44.710059 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL machine state register: 0x0002f900
- 1131678524 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.44.887417 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL wait state enable.................0
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.050765 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL critical input interrupt enable...1
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.208653 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL external input interrupt enable...1
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.362988 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL problem state (0=sup,1=usr).......1
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.529320 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL floating point instr. enabled.....1
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.691899 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL machine check enable..............1
- 1131678525 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.45.850704 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL floating pt ex mode 0 enable......1
- 1131678526 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.46.005102 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL debug wait enable.................0
- 1131678526 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.46.178082 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL debug interrupt enable............0
- 1131678526 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.46.731047 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL floating pt ex mode 1 enable......1
- 1131678527 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.08.47.147732 R10-M0-N5-C:J08-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 0
- 1131678527 2005.11.10 R30-M0-N7-C:J09-U01 2005-11-10-19.08.47.954301 R30-M0-N7-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 3
- 1131678528 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.48.108360 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL instruction address space.........0
- 1131678528 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.08.48.751000 R10-M0-N5-C:J08-U11 RAS KERNEL INFO CE sym 19, at 0x11337520, mask 0x80
- 1131678529 2005.11.10 R30-M0-N7-C:J09-U01 2005-11-10-19.08.49.705383 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10
- 1131678530 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.50.016003 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL data address space................0
- 1131678531 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.08.51.495207 R05-M1-N8-C:J14-U01 RAS KERNEL INFO 8 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 3
- 1131678531 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-19.08.51.891318 R14-M1-N0-C:J07-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 3
- 1131678532 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.08.52.119954 R10-M0-N5-C:J08-U11 RAS KERNEL INFO CE sym 19, at 0x11337520, mask 0x80
- 1131678533 2005.11.10 R30-M0-N7-C:J09-U01 2005-11-10-19.08.53.508084 R30-M0-N7-C:J09-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131678533 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.08.53.863045 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL core configuration register: 0x00002000
- 1131678538 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.08.58.105594 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678538 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-19.08.58.816052 R14-M1-N0-C:J07-U11 RAS KERNEL INFO CE sym 10, at 0x01d7a160, mask 0x10
- 1131678539 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.08.59.028610 R10-M0-N5-C:J08-U11 RAS KERNEL INFO CE sym 19, at 0x11337520, mask 0x80
- 1131678540 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.00.296418 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL disable store gathering..................0
- 1131678544 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.04.762585 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678545 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-19.09.05.375781 R14-M1-N0-C:J07-U11 RAS KERNEL INFO CE sym 10, at 0x01d7a160, mask 0x10
- 1131678545 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.09.05.477631 R10-M0-N5-C:J08-U11 RAS KERNEL INFO CE sym 19, at 0x11337520, mask 0x80
- 1131678546 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.06.667315 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL disable apu instruction broadcast........0
- 1131678551 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.11.107805 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678551 2005.11.10 R14-M1-N0-C:J07-U11 2005-11-10-19.09.11.628487 R14-M1-N0-C:J07-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131678551 2005.11.10 R10-M0-N5-C:J08-U11 2005-11-10-19.09.11.731078 R10-M0-N5-C:J08-U11 RAS KERNEL INFO total of 4 ddr error(s) detected and corrected
- 1131678553 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.13.274050 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL disable trace broadcast..................0
- 1131678557 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.17.528214 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678559 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.19.508595 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL guaranteed instruction cache block touch.0
- 1131678565 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.25.418904 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678566 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.26.934824 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL guaranteed data cache block touch........1
- 1131678571 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.31.165524 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678573 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.33.094951 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL force load/store alignment...............0
- 1131678576 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.36.047714 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678576 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.36.783111 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL icache prefetch depth....................0
- 1131678577 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.37.165479 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131678578 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.38.315166 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL icache prefetch threshold................0
- 1131678578 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-19.09.38.582737 R05-M1-N8-C:J14-U01 RAS KERNEL INFO total of 8 ddr error(s) detected and corrected
- 1131678579 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.39.213227 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL general purpose registers:
- 1131678579 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.39.990040 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 0:00000010 1:0fea03d0 2:1eeeeeee 3:00000050
- 1131678580 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.40.917521 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 4:00000000 5:01bb05d0 6:0a0c8ec0 7:00000018
- 1131678581 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.41.665304 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 8:01bb0800 9:00000028 10:ffffffe8 11:01bb0748
- 1131678582 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.42.462061 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 12:01bb0670 13:1eeeeeee 14:00036103 15:0fee1060
- 1131678583 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.43.425368 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 16:00000078 17:000000ae 18:000000af 19:0fea0700
- 1131678584 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.44.077249 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 20:0000023e 21:0022536c 22:0a0c8ea0 23:01576640
- 1131678584 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.44.705758 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 24:01bb0500 25:00368a80 26:01fd0900 27:0a1438a0
- 1131678585 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.45.260998 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL 28:01575fc0 29:0a0c8ea0 30:00000008 31:015766d0
- 1131678585 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.45.782255 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL special purpose registers:
- 1131678586 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.46.219901 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL lr:0014ae0c cr:26404842 xer:00000002 ctr:0014ac7c
KERNRTSP 1131678586 2005.11.10 R06-M0-N1-C:J07-U11 2005-11-10-19.09.46.595736 R06-M0-N1-C:J07-U11 RAS KERNEL FATAL rts panic! - stopping execution
KERNTERM 1131680318 2005.11.10 R63-M0-N3-C:J15-U11 2005-11-10-19.38.38.438633 R63-M0-N3-C:J15-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680319 2005.11.10 R63-M0-N3-C:J11-U01 2005-11-10-19.38.39.737298 R63-M0-N3-C:J11-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J09-U01 2005-11-10-19.38.40.078658 R63-M0-N3-C:J09-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J10-U11 2005-11-10-19.38.40.359057 R63-M0-N3-C:J10-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J12-U11 2005-11-10-19.38.40.424990 R63-M0-N3-C:J12-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J12-U01 2005-11-10-19.38.40.806904 R63-M0-N3-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J08-U01 2005-11-10-19.38.40.842926 R63-M0-N3-C:J08-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J04-U01 2005-11-10-19.38.40.866699 R63-M0-N3-C:J04-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680320 2005.11.10 R63-M0-N3-C:J04-U11 2005-11-10-19.38.40.914842 R63-M0-N3-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J11-U11 2005-11-10-19.38.41.046607 R63-M0-N1-C:J11-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J03-U01 2005-11-10-19.38.41.147997 R63-M0-N1-C:J03-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J15-U01 2005-11-10-19.38.41.250040 R63-M0-N1-C:J15-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J08-U11 2005-11-10-19.38.41.429275 R63-M0-N1-C:J08-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J12-U01 2005-11-10-19.38.41.656925 R63-M0-N1-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N1-C:J04-U11 2005-11-10-19.38.41.758423 R63-M0-N1-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N6-C:J09-U11 2005-11-10-19.38.41.830197 R63-M0-N6-C:J09-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680321 2005.11.10 R63-M0-N6-C:J03-U01 2005-11-10-19.38.41.979913 R63-M0-N6-C:J03-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N6-C:J03-U11 2005-11-10-19.38.42.027796 R63-M0-N6-C:J03-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N6-C:J13-U01 2005-11-10-19.38.42.183749 R63-M0-N6-C:J13-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N6-C:J10-U11 2005-11-10-19.38.42.321066 R63-M0-N6-C:J10-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N6-C:J08-U01 2005-11-10-19.38.42.608226 R63-M0-N6-C:J08-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N6-C:J06-U01 2005-11-10-19.38.42.655845 R63-M0-N6-C:J06-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680322 2005.11.10 R63-M0-N7-C:J17-U11 2005-11-10-19.38.42.894133 R63-M0-N7-C:J17-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680323 2005.11.10 R63-M0-N7-C:J05-U11 2005-11-10-19.38.43.004759 R63-M0-N7-C:J05-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680323 2005.11.10 R63-M0-N7-C:J12-U11 2005-11-10-19.38.43.613039 R63-M0-N7-C:J12-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680323 2005.11.10 R63-M0-N7-C:J04-U11 2005-11-10-19.38.43.905057 R63-M0-N7-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680323 2005.11.10 R63-M0-N7-C:J02-U01 2005-11-10-19.38.43.930694 R63-M0-N7-C:J02-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J11-U11 2005-11-10-19.38.45.324054 R63-M0-N2-C:J11-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J13-U11 2005-11-10-19.38.45.347287 R63-M0-N2-C:J13-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J17-U11 2005-11-10-19.38.45.371216 R63-M0-N2-C:J17-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J05-U01 2005-11-10-19.38.45.395211 R63-M0-N2-C:J05-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J08-U11 2005-11-10-19.38.45.791001 R63-M0-N2-C:J08-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J14-U11 2005-11-10-19.38.45.814509 R63-M0-N2-C:J14-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680325 2005.11.10 R63-M0-N2-C:J12-U01 2005-11-10-19.38.45.994658 R63-M0-N2-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680326 2005.11.10 R63-M0-N2-C:J04-U11 2005-11-10-19.38.46.089776 R63-M0-N2-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680328 2005.11.10 R63-M0-N9-C:J17-U11 2005-11-10-19.38.48.645404 R63-M0-N9-C:J17-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680328 2005.11.10 R63-M0-N9-C:J05-U11 2005-11-10-19.38.48.717059 R63-M0-N9-C:J05-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J08-U11 2005-11-10-19.38.49.159243 R63-M0-N9-C:J08-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J06-U11 2005-11-10-19.38.49.327861 R63-M0-N9-C:J06-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J16-U01 2005-11-10-19.38.49.399040 R63-M0-N9-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J10-U01 2005-11-10-19.38.49.430802 R63-M0-N9-C:J10-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J12-U01 2005-11-10-19.38.49.555193 R63-M0-N9-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J08-U01 2005-11-10-19.38.49.578169 R63-M0-N9-C:J08-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J04-U11 2005-11-10-19.38.49.649706 R63-M0-N9-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680329 2005.11.10 R63-M0-N9-C:J02-U11 2005-11-10-19.38.49.697773 R63-M0-N9-C:J02-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680330 2005.11.10 R63-M0-N5-C:J09-U11 2005-11-10-19.38.50.619368 R63-M0-N5-C:J09-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680330 2005.11.10 R63-M0-N5-C:J17-U11 2005-11-10-19.38.50.723027 R63-M0-N5-C:J17-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680330 2005.11.10 R63-M0-N5-C:J05-U11 2005-11-10-19.38.50.793987 R63-M0-N5-C:J05-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680330 2005.11.10 R63-M0-N5-C:J11-U01 2005-11-10-19.38.50.925453 R63-M0-N5-C:J11-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680330 2005.11.10 R63-M0-N5-C:J13-U01 2005-11-10-19.38.50.973423 R63-M0-N5-C:J13-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680331 2005.11.10 R63-M0-N5-C:J08-U11 2005-11-10-19.38.51.057276 R63-M0-N5-C:J08-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680331 2005.11.10 R63-M0-N5-C:J04-U11 2005-11-10-19.38.51.452316 R63-M0-N5-C:J04-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680332 2005.11.10 R63-M0-N0-C:J03-U01 2005-11-10-19.38.52.925592 R63-M0-N0-C:J03-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680333 2005.11.10 R63-M0-N0-C:J10-U11 2005-11-10-19.38.53.536659 R63-M0-N0-C:J10-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J11-U11 2005-11-10-19.38.55.035085 R63-M0-N8-C:J11-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J05-U11 2005-11-10-19.38.55.242106 R63-M0-N8-C:J05-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J03-U11 2005-11-10-19.38.55.265625 R63-M0-N8-C:J03-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J07-U01 2005-11-10-19.38.55.391555 R63-M0-N8-C:J07-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J06-U11 2005-11-10-19.38.55.571040 R63-M0-N8-C:J06-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J12-U11 2005-11-10-19.38.55.594950 R63-M0-N8-C:J12-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J14-U01 2005-11-10-19.38.55.618909 R63-M0-N8-C:J14-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N8-C:J06-U01 2005-11-10-19.38.55.768450 R63-M0-N8-C:J06-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N4-C:J13-U11 2005-11-10-19.38.55.948750 R63-M0-N4-C:J13-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N4-C:J17-U11 2005-11-10-19.38.55.971976 R63-M0-N4-C:J17-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680335 2005.11.10 R63-M0-N4-C:J05-U01 2005-11-10-19.38.55.995613 R63-M0-N4-C:J05-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680336 2005.11.10 R63-M0-N4-C:J05-U11 2005-11-10-19.38.56.157816 R63-M0-N4-C:J05-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680336 2005.11.10 R63-M0-N4-C:J09-U01 2005-11-10-19.38.56.444558 R63-M0-N4-C:J09-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680336 2005.11.10 R63-M0-N4-C:J06-U11 2005-11-10-19.38.56.576319 R63-M0-N4-C:J06-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680336 2005.11.10 R63-M0-N4-C:J10-U01 2005-11-10-19.38.56.671751 R63-M0-N4-C:J10-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNTERM 1131680336 2005.11.10 R63-M0-N4-C:J04-U01 2005-11-10-19.38.56.749427 R63-M0-N4-C:J04-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004
KERNREC 1131680337 2005.11.10 R63-M0-N3-C:J15-U11 2005-11-10-19.38.57.061186 R63-M0-N3-C:J15-U11 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680337 2005.11.10 R63-M0-N3-C:J11-U01 2005-11-10-19.38.57.359868 R63-M0-N3-C:J11-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680337 2005.11.10 R63-M0-N3-C:J09-U01 2005-11-10-19.38.57.443835 R63-M0-N3-C:J09-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680337 2005.11.10 R63-M0-N3-C:J10-U11 2005-11-10-19.38.57.541191 R63-M0-N3-C:J10-U11 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680337 2005.11.10 R63-M0-N3-C:J12-U11 2005-11-10-19.38.57.671183 R63-M0-N3-C:J12-U11 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680338 2005.11.10 R63-M0-N3-C:J12-U01 2005-11-10-19.38.58.413825 R63-M0-N3-C:J12-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680338 2005.11.10 R63-M0-N3-C:J08-U01 2005-11-10-19.38.58.437122 R63-M0-N3-C:J08-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680338 2005.11.10 R63-M0-N3-C:J04-U01 2005-11-10-19.38.58.460803 R63-M0-N3-C:J04-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
KERNREC 1131680338 2005.11.10 R63-M0-N3-C:J04-U11 2005-11-10-19.38.58.528060 R63-M0-N3-C:J04-U11 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00f607bb 39b40003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
