- 1152232683 2006.07.06 dn603 Jul 6 17:38:03 dn603/dn603 ntpd[2289]: synchronized to 10.100.30.250, stratum 3
- 1152234632 2006.07.06 dn54 Jul 6 18:10:32 dn54/dn54 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1152234642 2006.07.06 dn988 Jul 6 18:10:42 dn988/dn988 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1152234652 2006.07.06 dn237 Jul 6 18:10:52 dn237/dn237 ntpd[2268]: synchronized to 10.100.26.250, stratum 3
- 1152234653 2006.07.06 dn247 Jul 6 18:10:53 dn247/dn247 ntpd[2268]: synchronized to 10.100.26.250, stratum 3
- 1152234665 2006.07.06 dn474 Jul 6 18:11:05 dn474/dn474 ntpd[2288]: synchronized to 10.100.24.250, stratum 3
- 1152234689 2006.07.06 dn795 Jul 6 18:11:29 dn795/dn795 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1152234697 2006.07.06 dn229 Jul 6 18:11:37 dn229/dn229 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1152234699 2006.07.06 dn538 Jul 6 18:11:39 dn538/dn538 ntpd[2291]: synchronized to 10.100.26.250, stratum 3
- 1152234703 2006.07.06 dn716 Jul 6 18:11:43 dn716/dn716 ntpd[2284]: synchronized to 10.100.28.250, stratum 3
- 1152234709 2006.07.06 dn17 Jul 6 18:11:49 dn17/dn17 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1152234711 2006.07.06 dn121 Jul 6 18:11:51 dn121/dn121 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152234717 2006.07.06 dn810 Jul 6 18:11:57 dn810/dn810 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152234721 2006.07.06 dn854 Jul 6 18:12:01 dn854/dn854 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1152234723 2006.07.06 dn358 Jul 6 18:12:03 dn358/dn358 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234725 2006.07.06 dn999 Jul 6 18:12:05 dn999/dn999 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1152234728 2006.07.06 dn625 Jul 6 18:12:08 dn625/dn625 ntpd[2284]: synchronized to 10.100.24.250, stratum 3
- 1152234737 2006.07.06 dn928 Jul 6 18:12:17 dn928/dn928 ntpd[2272]: synchronized to 10.100.26.250, stratum 3
- 1152234742 2006.07.06 dn402 Jul 6 18:12:22 dn402/dn402 ntpd[2285]: synchronized to 10.100.24.250, stratum 3
- 1152234750 2006.07.06 dn24 Jul 6 18:12:30 dn24/dn24 ntpd[2281]: synchronized to 10.100.26.250, stratum 3
- 1152234750 2006.07.06 dn3 Jul 6 18:12:30 dn3/dn3 ntpd[2267]: synchronized to 10.100.26.250, stratum 3
- 1152234758 2006.07.06 dn809 Jul 6 18:12:38 dn809/dn809 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1152234779 2006.07.06 dn1001 Jul 6 18:12:59 dn1001/dn1001 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1152234781 2006.07.06 dn946 Jul 6 18:13:01 dn946/dn946 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1152234785 2006.07.06 dn970 Jul 6 18:13:05 dn970/dn970 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1152234786 2006.07.06 dn710 Jul 6 18:13:06 dn710/dn710 ntpd[2286]: synchronized to 10.100.24.250, stratum 3
- 1152234796 2006.07.06 dn173 Jul 6 18:13:16 dn173/dn173 ntpd[2269]: synchronized to 10.100.24.250, stratum 3
- 1152234800 2006.07.06 dn973 Jul 6 18:13:20 dn973/dn973 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1152234804 2006.07.06 dn567 Jul 6 18:13:24 dn567/dn567 ntpd[2345]: synchronized to 10.100.26.250, stratum 3
- 1152234805 2006.07.06 dn490 Jul 6 18:13:25 dn490/dn490 ntpd[2343]: synchronized to 10.100.24.250, stratum 3
- 1152234806 2006.07.06 dn35 Jul 6 18:13:26 dn35/dn35 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1152234819 2006.07.06 dn309 Jul 6 18:13:39 dn309/dn309 ntpd[2291]: synchronized to 10.100.24.250, stratum 3
- 1152234831 2006.07.06 dn780 Jul 6 18:13:51 dn780/dn780 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234845 2006.07.06 dn305 Jul 6 18:14:05 dn305/dn305 ntpd[2282]: synchronized to 10.100.24.250, stratum 3
- 1152234858 2006.07.06 dn599 Jul 6 18:14:18 dn599/dn599 ntpd[2268]: synchronized to 10.100.24.250, stratum 3
- 1152234860 2006.07.06 dn692 Jul 6 18:14:20 dn692/dn692 ntpd[2294]: synchronized to 10.100.26.250, stratum 3
- 1152234860 2006.07.06 dn847 Jul 6 18:14:20 dn847/dn847 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1152234865 2006.07.06 dn921 Jul 6 18:14:25 dn921/dn921 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152234867 2006.07.06 dn17 Jul 6 18:14:27 dn17/dn17 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1152234867 2006.07.06 dn707 Jul 6 18:14:27 dn707/dn707 ntpd[2280]: synchronized to 10.100.28.250, stratum 3
- 1152234867 2006.07.06 dn82 Jul 6 18:14:27 dn82/dn82 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1152234868 2006.07.06 dn866 Jul 6 18:14:28 dn866/dn866 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1152234877 2006.07.06 dn411 Jul 6 18:14:37 dn411/dn411 ntpd[2291]: synchronized to 10.100.24.250, stratum 3
- 1152234878 2006.07.06 dn208 Jul 6 18:14:38 dn208/dn208 ntpd[2271]: synchronized to 10.100.30.250, stratum 3
- 1152234879 2006.07.06 dn691 Jul 6 18:14:39 dn691/dn691 ntpd[2292]: synchronized to 10.100.26.250, stratum 3
- 1152234880 2006.07.06 dn548 Jul 6 18:14:40 dn548/dn548 ntpd[2284]: synchronized to 10.100.28.250, stratum 3
- 1152234881 2006.07.06 dn515 Jul 6 18:14:41 dn515/dn515 ntpd[2291]: synchronized to 10.100.26.250, stratum 3
- 1152234881 2006.07.06 dn59 Jul 6 18:14:41 dn59/dn59 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1152234889 2006.07.06 dn411 Jul 6 18:14:49 dn411/dn411 ntpd[2291]: synchronized to 10.100.26.250, stratum 3
- 1152234892 2006.07.06 dn216 Jul 6 18:14:52 dn216/dn216 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152234892 2006.07.06 dn9 Jul 6 18:14:52 dn9/dn9 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152234916 2006.07.06 dn981 Jul 6 18:15:16 dn981/dn981 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1152234919 2006.07.06 dn190 Jul 6 18:15:19 dn190/dn190 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1152234920 2006.07.06 dn525 Jul 6 18:15:20 dn525/dn525 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234932 2006.07.06 dn813 Jul 6 18:15:32 dn813/dn813 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1152234934 2006.07.06 dn615 Jul 6 18:15:34 dn615/dn615 ntpd[2282]: synchronized to 10.100.30.250, stratum 3
- 1152234937 2006.07.06 dn180 Jul 6 18:15:37 dn180/dn180 ntpd[2267]: synchronized to 10.100.26.250, stratum 3
- 1152234955 2006.07.06 dn37 Jul 6 18:15:55 dn37/dn37 ntpd[2281]: synchronized to 10.100.30.250, stratum 3
- 1152234955 2006.07.06 dn460 Jul 6 18:15:55 dn460/dn460 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1152234957 2006.07.06 dn531 Jul 6 18:15:57 dn531/dn531 ntpd[2283]: synchronized to 10.100.26.250, stratum 3
- 1152234971 2006.07.06 dn889 Jul 6 18:16:11 dn889/dn889 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1152234974 2006.07.06 dn707 Jul 6 18:16:14 dn707/dn707 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1152234979 2006.07.06 dn839 Jul 6 18:16:19 dn839/dn839 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1152234980 2006.07.06 dn23 Jul 6 18:16:20 dn23/dn23 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1152234980 2006.07.06 dn47 Jul 6 18:16:20 dn47/dn47 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1152234983 2006.07.06 dn653 Jul 6 18:16:23 dn653/dn653 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152234987 2006.07.06 dn458 Jul 6 18:16:27 dn458/dn458 ntpd[2289]: synchronized to 10.100.26.250, stratum 3
- 1152234992 2006.07.06 dn78 Jul 6 18:16:32 dn78/dn78 ntpd[2241]: synchronized to 10.100.26.250, stratum 3
- 1152234998 2006.07.06 dn737 Jul 6 18:16:38 dn737/dn737 ntpd[2283]: synchronized to 10.100.24.250, stratum 3
- 1152234999 2006.07.06 dn545 Jul 6 18:16:39 dn545/dn545 ntpd[2282]: synchronized to 10.100.24.250, stratum 3
- 1152235000 2006.07.06 dn113 Jul 6 18:16:40 dn113/dn113 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1152235000 2006.07.06 dn959 Jul 6 18:16:40 dn959/dn959 ntpd[2272]: synchronized to 10.100.28.250, stratum 3
- 1152235001 2006.07.06 dn785 Jul 6 18:16:41 dn785/dn785 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1152235025 2006.07.06 dn220 Jul 6 18:17:05 dn220/dn220 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1152235026 2006.07.06 dn290 Jul 6 18:17:06 dn290/dn290 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1152235032 2006.07.06 dn456 Jul 6 18:17:12 dn456/dn456 ntpd[2289]: synchronized to 10.100.28.250, stratum 3
- 1152235036 2006.07.06 dn838 Jul 6 18:17:16 dn838/dn838 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1152235037 2006.07.06 dn541 Jul 6 18:17:17 dn541/dn541 ntpd[2282]: synchronized to 10.100.30.250, stratum 3
- 1152235042 2006.07.06 dn581 Jul 6 18:17:22 dn581/dn581 ntpd[2344]: synchronized to 10.100.28.250, stratum 3
- 1152235052 2006.07.06 dn504 Jul 6 18:17:32 dn504/dn504 ntpd[2333]: synchronized to 10.100.24.250, stratum 3
- 1152235056 2006.07.06 dn289 Jul 6 18:17:36 dn289/dn289 ntpd[2280]: synchronized to 10.100.28.250, stratum 3
- 1152235076 2006.07.06 dn335 Jul 6 18:17:56 dn335/dn335 ntpd[2288]: synchronized to 10.100.28.250, stratum 3
- 1152235079 2006.07.06 dn581 Jul 6 18:17:59 dn581/dn581 ntpd[2344]: synchronized to 10.100.26.250, stratum 3
- 1152235079 2006.07.06 dn863 Jul 6 18:17:59 dn863/dn863 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1152235082 2006.07.06 dn698 Jul 6 18:18:02 dn698/dn698 ntpd[2281]: synchronized to 10.100.26.250, stratum 3
- 1152235085 2006.07.06 dn729 Jul 6 18:18:05 dn729/dn729 ntpd[2288]: synchronized to 10.100.28.250, stratum 3
- 1152235086 2006.07.06 dn16 Jul 6 18:18:06 dn16/dn16 smartd[1966]: Device: /dev/sda, Temperature changed 3 Celsius to 31 Celsius since last report
- 1152235088 2006.07.06 dn11 Jul 6 18:18:08 dn11/dn11 smartd[1978]: Device: /dev/sda, Temperature changed 2 Celsius to 34 Celsius since last report
- 1152235089 2006.07.06 dn1021 Jul 6 18:18:09 dn1021/dn1021 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152235097 2006.07.06 dn1015 Jul 6 18:18:17 dn1015/dn1015 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152235097 2006.07.06 dn496 Jul 6 18:18:17 dn496/dn496 ntpd[2293]: synchronized to 10.100.28.250, stratum 3
- 1152235098 2006.07.06 dn213 Jul 6 18:18:18 dn213/dn213 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1152235098 2006.07.06 dn530 Jul 6 18:18:18 dn530/dn530 ntpd[2290]: synchronized to 10.100.24.250, stratum 3
- 1152235098 2006.07.06 dn80 Jul 6 18:18:18 dn80/dn80 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1152235106 2006.07.06 dn172 Jul 6 18:18:26 dn172/dn172 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152235106 2006.07.06 dn757 Jul 6 18:18:26 dn757/dn757 ntpd[3353]: synchronized to 10.100.26.250, stratum 3
- 1152235108 2006.07.06 dn699 Jul 6 18:18:28 dn699/dn699 ntpd[2293]: synchronized to 10.100.26.250, stratum 3
- 1152235111 2006.07.06 dn456 Jul 6 18:18:31 dn456/dn456 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152235114 2006.07.06 dn745 Jul 6 18:18:34 dn745/dn745 ntpd[2284]: synchronized to 10.100.24.250, stratum 3
- 1152235114 2006.07.06 dn94 Jul 6 18:18:34 dn94/dn94 smartd[1978]: Device: /dev/sda, Temperature changed 2 Celsius to 30 Celsius since last report
- 1152235119 2006.07.06 dn308 Jul 6 18:18:39 dn308/dn308 ntpd[2292]: synchronized to 10.100.24.250, stratum 3
- 1152235121 2006.07.06 dn952 Jul 6 18:18:41 dn952/dn952 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1152235125 2006.07.06 dn180 Jul 6 18:18:45 dn180/dn180 smartd[1965]: Device: /dev/sda, Temperature changed 2 Celsius to 31 Celsius since last report
- 1152235126 2006.07.06 dn153 Jul 6 18:18:46 dn153/dn153 smartd[1982]: Device: /dev/sda, Temperature changed 2 Celsius to 34 Celsius since last report
- 1152235127 2006.07.06 dn564 Jul 6 18:18:47 dn564/dn564 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1152235129 2006.07.06 dn149 Jul 6 18:18:49 dn149/dn149 smartd[1973]: Device: /dev/sda, Temperature changed 2 Celsius to 34 Celsius since last report
- 1152235130 2006.07.06 dn186 Jul 6 18:18:50 dn186/dn186 smartd[1978]: Device: /dev/sda, Temperature changed 2 Celsius to 32 Celsius since last report
- 1152235138 2006.07.06 dn579 Jul 6 18:18:58 dn579/dn579 ntpd[2280]: synchronized to 10.100.28.250, stratum 3
- 1152235141 2006.07.06 dn173 Jul 6 18:19:01 dn173/dn173 smartd[1967]: Device: /dev/sda, Temperature changed 2 Celsius to 28 Celsius since last report
- 1152235141 2006.07.06 dn219 Jul 6 18:19:01 dn219/dn219 smartd[1976]: Device: /dev/sda, Temperature changed 2 Celsius to 32 Celsius since last report
- 1152235144 2006.07.06 dn691 Jul 6 18:19:04 dn691/dn691 ntpd[2292]: synchronized to 10.100.24.250, stratum 3
- 1152235145 2006.07.06 dn249 Jul 6 18:19:05 dn249/dn249 smartd[1974]: Device: /dev/sda, Temperature changed -2 Celsius to 30 Celsius since last report
- 1152235148 2006.07.06 dn341 Jul 6 18:19:08 dn341/dn341 ntpd[2344]: synchronized to 10.100.24.250, stratum 3
- 1152235151 2006.07.06 dn994 Jul 6 18:19:11 dn994/dn994 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152235164 2006.07.06 dn822 Jul 6 18:19:24 dn822/dn822 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1152235172 2006.07.06 dn507 Jul 6 18:19:32 dn507/dn507 ntpd[2270]: synchronized to 10.100.28.250, stratum 3
- 1152235178 2006.07.06 dn144 Jul 6 18:19:38 dn144/dn144 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1152235180 2006.07.06 dn223 Jul 6 18:19:40 dn223/dn223 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152235180 2006.07.06 dn277 Jul 6 18:19:40 dn277/dn277 ntpd[2293]: synchronized to 10.100.24.250, stratum 3
- 1152235194 2006.07.06 dn340 Jul 6 18:19:54 dn340/dn340 ntpd[2289]: synchronized to 10.100.26.250, stratum 3
- 1152235194 2006.07.06 dn383 Jul 6 18:19:54 dn383/dn383 ntpd[2292]: synchronized to 10.100.26.250, stratum 3
- 1152235196 2006.07.06 dn275 Jul 6 18:19:56 dn275/dn275 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1152235198 2006.07.06 dn844 Jul 6 18:19:58 dn844/dn844 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1152235199 2006.07.06 dn756 Jul 6 18:19:59 dn756/dn756 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1152235199 2006.07.06 dn830 Jul 6 18:19:59 dn830/dn830 ntpd[4962]: synchronized to 10.100.24.250, stratum 3
- 1152235204 2006.07.06 dn750 Jul 6 18:20:04 dn750/dn750 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1152235213 2006.07.06 dn37 Jul 6 18:20:13 dn37/dn37 ntpd[2281]: synchronized to 10.100.24.250, stratum 3
- 1152235215 2006.07.06 dn746 Jul 6 18:20:15 dn746/dn746 ntpd[2284]: synchronized to 10.100.28.250, stratum 3
- 1152235220 2006.07.06 dn355 Jul 6 18:20:20 dn355/dn355 ntpd[2290]: synchronized to 10.100.24.250, stratum 3
- 1152235223 2006.07.06 dn22 Jul 6 18:20:23 dn22/dn22 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1152235223 2006.07.06 dn746 Jul 6 18:20:23 dn746/dn746 ntpd[2284]: synchronized to 10.100.24.250, stratum 3
- 1152235224 2006.07.06 dn858 Jul 6 18:20:24 dn858/dn858 smartd[1995]: Device: /dev/sda, Temperature changed 2 Celsius to 30 Celsius since last report
- 1152235226 2006.07.06 dn553 Jul 6 18:20:26 dn553/dn553 ntpd[2334]: synchronized to 10.100.26.250, stratum 3
- 1152235227 2006.07.06 dn465 Jul 6 18:20:27 dn465/dn465 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1152235228 2006.07.06 dn275 Jul 6 18:20:28 dn275/dn275 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152235230 2006.07.06 dn641 Jul 6 18:20:30 dn641/dn641 ntpd[2275]: synchronized to 10.100.24.250, stratum 3
- 1152235231 2006.07.06 dn834 Jul 6 18:20:31 dn834/dn834 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1152235232 2006.07.06 dn104 Jul 6 18:20:32 dn104/dn104 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1152235236 2006.07.06 dn675 Jul 6 18:20:36 dn675/dn675 ntpd[2281]: synchronized to 10.100.24.250, stratum 3
- 1152235241 2006.07.06 dn738 Jul 6 18:20:41 dn738/dn738 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1152235245 2006.07.06 dn50 Jul 6 18:20:45 dn50/dn50 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
